observation_key,licensor_resolution,resolved_licensor_id,resolved_licensor_name,normalized_observed_value,active_file_count,proposal_order,proposed_disposition,target_property_id,target_property_code,target_property_name,target_property_parent_licensor_id,rationale_code,create_candidate_code,create_candidate_name,classification_automatic,owner_activation_required,coldlion_phase5_overlap,coldlion_phase5_divisions,proposed_parent_evidence,current_accepted_relationship_count,currently_tagged_at_risk,cross_parent_proposal,fuzzy_similarity_used_for_selection,proposal_effective
88313675-0089-4072-87be-5b989df8a3fc|rick and morty,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,rick and morty,1940,8,deferred,,,,,single_similarity_hint_is_not_deterministic_evidence,,,false,true,false,,,10,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|scooby doo,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,scooby doo,12,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|seinfeld,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,seinfeld,360,1,exact_existing,9981838d-f7b5-491a-bf4b-7b994ba3ef41,SN,SEINFELD,88313675-0089-4072-87be-5b989df8a3fc,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,360,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|ted lasso,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,ted lasso,89,1,exact_existing,6035073f-3993-45b1-baa9-594db3b634da,TL,TED LASSO,88313675-0089-4072-87be-5b989df8a3fc,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,89,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|the goodfellas,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,the goodfellas,12,8,ambiguous,,,,,multiple_same_parent_or_phase5_review_candidates,,,false,true,false,,,12,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|the goonies,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,the goonies,265,8,ambiguous,,,,,multiple_same_parent_or_phase5_review_candidates,,,false,true,false,,,0,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|tom and jerry,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,tom and jerry,2552,8,deferred,,,,,single_similarity_hint_is_not_deterministic_evidence,,,false,true,false,,,1735,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|wb 100,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,wb 100,187,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,26,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|wb christmas,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,wb christmas,1435,8,deferred,,,,,single_similarity_hint_is_not_deterministic_evidence,,,false,true,false,,,1077,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|wb horror,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,wb horror,862,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,134,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|where the wild things are,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,where the wild things are,548,1,exact_existing,387bd16b-3cfe-4aec-b2d6-0550e7a3a54c,WT,WHERE THE WILD THINGS ARE,88313675-0089-4072-87be-5b989df8a3fc,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,548,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|wizard of oz,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,wizard of oz,424,1,exact_existing,1ed0a814-bc1e-4874-9850-9d6dcf297ad6,WZ,WIZARD OF OZ,88313675-0089-4072-87be-5b989df8a3fc,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,424,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|wonka 2023,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,wonka 2023,17,8,deferred,,,,,single_similarity_hint_is_not_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
a06658c6-7fed-40ac-84e2-7f4802cdd086|[blank],resolved,a06658c6-7fed-40ac-84e2-7f4802cdd086,Miller Coors,,1,5,non_property,,,,,blank_property_observation,,,false,true,false,,,0,false,false,false,false
a06658c6-7fed-40ac-84e2-7f4802cdd086|coors,resolved,a06658c6-7fed-40ac-84e2-7f4802cdd086,Miller Coors,coors,9,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
a06658c6-7fed-40ac-84e2-7f4802cdd086|hamms,resolved,a06658c6-7fed-40ac-84e2-7f4802cdd086,Miller Coors,hamms,2,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
a06658c6-7fed-40ac-84e2-7f4802cdd086|miller lite assets,resolved,a06658c6-7fed-40ac-84e2-7f4802cdd086,Miller Coors,miller lite assets,33,5,non_property,,,,,psg1_structural_folder_pattern_candidate,,,false,true,false,,,0,false,false,false,false
a06658c6-7fed-40ac-84e2-7f4802cdd086|pabst,resolved,a06658c6-7fed-40ac-84e2-7f4802cdd086,Miller Coors,pabst,238,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,0,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|[blank],resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,,13,5,non_property,,,,,blank_property_observation,,,false,true,false,,,14,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|2022,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,2022,141,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,152,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|3 d turnarounds,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,3 d turnarounds,12,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,12,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|70th anniversary paper,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,70th anniversary paper,78,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,78,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|70th anniversary peanuts logo,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,70th anniversary peanuts logo,81,8,deferred,,,,,single_similarity_hint_is_not_deterministic_evidence,,,false,true,false,,,81,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|70th anniversary then and now,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,70th anniversary then and now,16,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,16,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|75th anniversary comfort and security style guide,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,75th anniversary comfort and security style guide,46,5,non_property,,,,,psg1_structural_folder_pattern_candidate,,,false,true,false,,,46,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|75th anniversary persistence style guide,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,75th anniversary persistence style guide,25,5,non_property,,,,,psg1_structural_folder_pattern_candidate,,,false,true,false,,,25,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|aloha disco,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,aloha disco,18,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,18,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|american summer,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,american summer,25,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,25,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|americana,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,americana,13,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,13,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|apres ski,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,apres ski,8,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,8,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|astronaut pose art volume 1,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,astronaut pose art volume 1,39,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,106,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|astronaut pose art volume 2,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,astronaut pose art volume 2,16,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,49,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|astronomy geometry,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,astronomy geometry,24,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,24,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|au bord de la mer,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,au bord de la mer,43,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,43,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|baseball,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,baseball,47,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,47,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|be yourself,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,be yourself,49,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,49,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|beach vibes,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,beach vibes,21,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,21,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|beagle scouts,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,beagle scouts,20,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,20,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|black and white,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,black and white,19,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,19,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|boardwalk airbrush,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,boardwalk airbrush,13,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,13,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|british invasion,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,british invasion,30,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,30,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|brooklyn beach,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,brooklyn beach,36,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,36,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|calypso beach,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,calypso beach,14,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,14,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|campus fashion,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,campus fashion,17,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,17,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|catch a wave,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,catch a wave,21,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,21,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|character art,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,character art,15,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,15,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|circus,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,circus,20,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,20,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|classic comics,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,classic comics,50,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,50,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|cozy snoopy,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,cozy snoopy,14,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,14,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|cute cuddly gray,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,cute cuddly gray,14,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,14,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|day of the dog,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,day of the dog,17,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,17,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|deco dreams,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,deco dreams,22,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,22,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|deep space,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,deep space,20,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,20,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|doodles,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,doodles,32,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,32,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|dreams in wonderland,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,dreams in wonderland,17,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,17,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|editorial,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,editorial,1,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,2,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|flair,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,flair,113,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,113,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|graffiti,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,graffiti,27,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,27,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|groovy vibes,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,groovy vibes,17,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,17,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|half laugh,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,half laugh,26,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,26,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|holiday,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,holiday,598,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,626,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|i am charlie brown,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,i am charlie brown,53,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,53,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|idea box,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,idea box,123,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,123,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|illustrating nature,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,illustrating nature,29,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,29,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|in bloom,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,in bloom,12,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,12,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|joe cool 50 years,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,joe cool 50 years,18,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,18,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|jungle adventure,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,jungle adventure,14,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,14,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|just add sprinkles,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,just add sprinkles,18,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,18,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|little painters,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,little painters,18,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,18,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|love is in bloom,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,love is in bloom,35,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,35,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|many faces of snoopy beagle scout,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,many faces of snoopy beagle scout,22,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,22,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|many faces of snoopy fierce pirate,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,many faces of snoopy fierce pirate,24,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,24,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|many faces of snoopy flash beagle,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,many faces of snoopy flash beagle,23,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,23,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|many faces of snoopy flying ace,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,many faces of snoopy flying ace,28,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,28,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|many faces of snoopy joe cool,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,many faces of snoopy joe cool,20,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,20,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|many faces of snoopy joe preppy,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,many faces of snoopy joe preppy,27,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,27,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|many faces of snoopy masked marvel,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,many faces of snoopy masked marvel,20,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,20,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|many faces of snoopy secret agent,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,many faces of snoopy secret agent,19,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,19,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|mod for you,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,mod for you,23,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,23,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|naturally sweet,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,naturally sweet,17,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,17,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|nautical,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,nautical,18,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,18,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|nautical snoopy,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,nautical snoopy,26,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,26,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|neon static,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,neon static,34,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,34,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|nestled in the mountains,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,nestled in the mountains,20,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,20,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|new formations,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,new formations,19,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,19,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|ok to be,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,ok to be,8,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,8,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|out west,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,out west,18,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,18,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|outdoor fun,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,outdoor fun,14,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,14,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|packaging,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,packaging,39,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,77,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|party animal,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,party animal,2,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,2,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|peanuts records,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,peanuts records,17,8,deferred,,,,,single_similarity_hint_is_not_deterministic_evidence,,,false,true,false,,,34,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|pink rebelion,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,pink rebelion,20,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,20,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|play dream giggle,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,play dream giggle,25,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,25,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|playtime,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,playtime,42,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,42,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|playtime naptime,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,playtime naptime,35,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,35,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|posh sports,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,posh sports,29,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,29,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|progressive sequence,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,progressive sequence,30,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,30,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|psychedelic pop,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,psychedelic pop,4,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,4,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|rainbow riot,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,rainbow riot,41,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,41,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|rebel with paws,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,rebel with paws,34,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,34,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|repetition distortion,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,repetition distortion,28,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,28,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|road trip,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,road trip,35,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,35,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|road trippin style guide,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,road trippin style guide,9,5,non_property,,,,,psg1_structural_folder_pattern_candidate,,,false,true,false,,,9,false,false,false,false
afff41a6-df31-4a9a-aea5-b919d1daff54|rock on,resolved,afff41a6-df31-4a9a-aea5-b919d1daff54,PEANUTS WORLDWIDE,rock on,34,8,deferred,,,,,insufficient_deterministic_evidence,,,false,true,false,,,34,false,false,false,false
